0.00	0.00	0.00	0.00	0.95	11.91	49.02	106.96	152.14	157.77	120.05	60.80	17.15	1.87	0.00	0.00	0.00	0.00	0.00	0.00	3.26	25.46	84.12	161.41	211.40	208.26	155.31	80.06	24.24	3.13	0.00	0.00	0.00	0.00	0.00	0.02	6.95	42.45	116.03	190.93	219.21	192.53	131.38	64.43	19.40	2.62	0.00	0.00	0.00	0.00	0.00	0.42	12.30	60.71	141.84	199.64	191.97	137.97	77.65	32.81	8.87	1.07	0.00	0.00	0.00	0.00	0.05	2.62	23.40	84.34	164.73	198.53	158.66	89.16	37.74	12.38	2.60	0.17	0.00	0.00	0.00	0.00	0.97	10.66	47.99	120.65	191.32	203.82	153.51	88.97	44.96	20.01	6.43	1.20	0.12	0.00	0.00	0.27	5.42	30.78	90.03	167.11	220.16	221.78	184.61	140.62	102.58	65.29	31.75	10.66	2.17	0.19	0.00	1.18	14.36	60.56	137.93	207.54	238.09	232.21	207.66	181.15	157.42	126.93	83.93	40.08	11.89	1.63	0.00	2.01	20.93	78.61	159.98	214.89	222.78	201.79	171.90	149.38	146.43	153.05	137.78	88.61	35.20	7.05	0.00	1.68	17.47	64.93	129.17	165.97	158.69	126.52	91.72	71.71	83.55	127.99	162.22	136.51	69.32	18.84	2.23	5.04	12.32	33.92	65.59	82.77	73.27	49.46	27.49	17.08	33.15	92.31	161.62	167.14	101.55	33.91	10.72	23.33	28.63	27.04	28.63	30.66	25.49	16.83	11.73	12.10	29.40	87.12	162.98	180.27	117.95	42.97	21.00	51.99	72.38	68.66	57.93	52.86	48.79	45.55	48.85	58.61	79.13	125.41	178.55	177.64	110.56	38.87	21.45	63.15	106.88	126.16	127.09	125.77	123.34	121.28	126.38	138.57	154.38	174.56	183.75	150.26	81.09	24.72	12.06	44.48	92.64	133.43	156.94	169.56	176.50	180.00	182.09	183.12	180.24	168.93	142.38	95.54	43.15	10.59	3.57	17.65	46.10	80.81	110.50	131.37	145.84	154.03	152.60	142.38	125.40	100.57	69.80	38.67	14.58	2.80
0.00	0.00	3.31	19.03	51.45	87.66	106.14	102.35	96.37	106.66	129.21	142.45	123.71	74.74	27.05	4.34	0.00	0.00	4.73	29.87	85.43	149.11	184.86	186.96	178.38	176.98	181.42	173.72	134.33	72.45	23.18	3.24	0.00	0.00	3.51	28.07	92.62	174.50	223.94	227.67	205.89	177.15	152.15	125.57	84.96	39.37	10.32	1.07	0.00	0.00	2.50	25.01	90.94	177.37	225.40	217.10	173.82	119.55	77.56	52.06	30.55	11.93	2.34	0.10	0.00	0.00	4.61	33.96	105.64	187.74	223.89	204.61	153.13	90.13	40.11	15.19	5.70	1.72	0.27	0.00	0.00	0.03	8.73	50.47	130.99	206.32	232.80	215.67	176.06	122.16	65.51	24.11	5.00	0.35	0.00	0.00	0.00	0.11	11.81	61.68	146.40	214.47	231.48	212.90	186.93	159.40	115.97	59.86	18.34	2.56	0.06	0.00	0.00	0.17	10.96	55.84	130.48	186.80	191.21	160.95	140.44	148.48	147.88	104.66	45.69	10.72	0.98	0.00	0.19	0.91	7.61	34.34	81.26	117.52	114.31	83.34	69.77	102.46	147.47	143.32	86.81	30.47	5.16	0.21	1.57	6.98	14.11	21.72	34.02	45.49	42.01	26.19	23.33	60.40	128.11	166.19	131.13	60.35	14.16	1.12	4.94	23.23	43.88	42.70	24.34	11.56	7.07	3.83	7.64	40.13	112.17	176.17	163.33	87.80	24.76	2.70	8.07	40.63	83.29	88.58	51.90	17.77	6.81	8.20	18.01	52.07	122.11	187.10	178.11	101.01	30.90	3.84	7.46	41.66	97.25	124.19	98.20	58.37	41.64	47.62	68.09	106.92	163.75	202.43	174.89	95.15	28.54	3.48	3.92	26.07	74.26	121.36	133.08	118.30	110.39	122.29	146.79	176.27	201.22	197.14	144.97	69.96	18.71	1.94	1.08	9.91	37.36	80.78	119.38	141.72	156.89	173.33	188.03	193.92	183.28	147.42	89.96	36.19	7.88	0.59	0.12	2.13	11.41	32.97	64.52	97.94	125.28	141.59	145.34	135.52	110.81	74.17	36.65	11.53	1.81	0.07
0.00	0.00	0.02	1.86	12.63	42.03	84.17	104.87	79.06	32.90	5.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	7.51	36.03	91.60	145.91	152.49	101.74	39.12	6.56	0.00	0.00	0.00	0.00	0.00	0.00	0.21	3.48	22.36	72.85	141.03	176.71	148.28	81.73	26.88	3.98	0.00	0.00	0.00	0.00	0.00	0.13	2.19	14.50	52.77	117.71	169.94	163.26	104.83	43.74	10.80	1.19	0.00	0.00	0.00	0.00	0.00	1.27	10.59	41.59	100.16	159.54	170.84	121.91	56.49	16.12	2.76	1.55	3.67	6.28	7.33	5.44	2.26	6.04	31.53	86.98	153.17	183.18	147.99	77.01	23.94	5.25	6.04	15.16	28.29	40.58	44.13	32.75	14.26	17.54	65.20	138.33	190.93	179.11	111.84	43.37	12.41	14.30	33.16	61.75	92.28	115.40	118.50	88.92	41.52	36.32	103.72	178.35	201.69	152.82	75.42	27.93	27.20	55.68	96.23	138.58	173.47	195.41	193.75	149.75	76.60	61.40	140.38	202.48	193.51	121.10	51.97	38.16	73.82	125.22	168.30	196.02	213.76	228.73	229.16	186.09	104.00	89.03	171.57	216.06	181.55	99.08	49.39	73.36	136.43	184.05	195.34	187.06	189.34	212.70	228.04	193.29	112.06	108.06	190.55	223.25	177.02	95.85	66.47	116.90	185.23	205.16	174.60	141.95	150.17	192.21	215.48	177.62	97.29	107.22	190.74	226.23	188.08	119.79	102.21	155.60	212.00	210.88	166.86	138.35	157.44	195.63	196.95	141.33	66.21	86.17	169.50	221.03	211.05	169.41	157.38	193.08	229.61	226.95	199.60	185.05	192.98	194.07	157.22	90.73	33.41	54.51	127.77	195.40	222.27	215.69	211.32	225.43	239.96	238.27	225.46	209.82	187.49	148.99	94.77	42.54	11.50	25.37	75.88	142.41	193.11	214.14	219.28	221.91	219.75	210.00	193.71	166.22	124.39	76.93	37.21	12.62	2.38	7.87	32.39	76.38	121.86	148.90	158.06	158.29	150.08	134.27	113.54	85.57	52.14	23.76	7.75	1.76	0.23
0.00	0.00	0.00	0.01	5.93	33.21	75.00	85.97	51.36	14.25	1.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	5.89	37.50	94.92	122.12	83.71	28.51	3.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.47	33.53	96.47	139.97	109.32	43.80	7.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.20	32.66	98.24	150.26	125.03	54.10	9.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.92	35.56	103.36	156.23	130.37	57.17	10.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	40.87	110.81	159.52	128.67	55.15	9.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	8.82	50.46	123.19	162.20	121.17	48.65	8.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.70	14.21	65.58	139.84	163.79	110.44	42.69	10.11	2.41	0.60	0.04	0.00	0.00	0.00	0.00	0.00	2.92	25.52	88.31	160.62	170.43	114.45	60.31	35.13	19.49	6.85	1.17	0.06	0.00	0.00	0.00	0.39	8.59	45.74	120.03	187.46	192.92	152.12	118.72	97.12	64.33	27.58	6.30	0.49	0.00	0.00	0.03	2.45	21.11	75.93	156.14	213.73	219.41	195.53	176.39	159.61	119.32	59.99	16.52	1.68	0.00	0.00	0.24	7.50	42.13	112.26	184.84	221.28	216.88	191.57	175.20	173.54	148.25	84.31	25.94	3.03	0.00	0.00	0.94	15.12	66.71	145.13	198.01	206.82	189.24	158.97	145.35	156.86	143.42	83.60	25.86	3.03	0.00	0.00	1.85	21.44	82.98	163.43	202.83	198.46	182.62	161.16	147.71	144.29	115.59	59.36	16.20	1.63	0.00	0.00	1.96	20.48	76.85	151.75	193.73	198.45	192.96	177.77	151.09	116.47	71.26	28.51	5.97	0.40	0.00	0.00	1.06	12.08	48.09	102.04	142.39	157.26	156.53	139.58	104.68	63.12	28.38	8.15	1.11	0.02	0.00
0.00	0.00	0.94	8.57	32.06	63.96	74.10	50.12	18.39	2.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.52	6.18	29.74	78.46	125.40	124.81	75.68	25.58	3.69	0.00	0.00	0.00	0.00	0.00	0.00	0.24	3.99	22.89	70.08	132.81	164.15	132.62	67.25	19.28	2.36	0.00	0.00	0.00	0.00	0.00	0.00	1.57	14.28	54.75	120.13	168.93	158.34	97.96	37.73	7.91	0.64	0.00	0.00	0.00	0.00	0.00	0.00	5.56	33.39	94.72	157.85	168.61	118.68	53.81	14.32	1.74	0.03	0.00	0.00	0.00	0.00	0.00	0.00	15.22	61.40	131.49	169.09	137.14	70.51	22.04	3.68	0.74	2.79	6.87	10.68	12.60	12.42	9.73	5.24	34.28	97.18	157.63	156.31	95.27	34.14	6.91	3.32	9.46	23.24	42.34	58.48	66.29	65.47	53.37	31.23	61.98	132.91	166.92	127.75	58.12	14.88	7.28	20.59	46.11	79.21	111.70	133.99	145.14	146.36	126.03	79.04	92.14	157.08	157.40	93.44	31.97	12.43	28.89	67.69	113.61	149.21	165.59	169.89	178.72	190.07	172.69	111.73	118.90	167.71	138.32	65.47	21.64	30.91	77.13	133.88	172.38	177.36	159.16	146.70	159.82	178.60	160.09	98.08	137.68	170.84	122.02	50.85	29.23	69.44	137.51	186.02	189.18	160.01	132.34	130.42	146.65	147.41	111.24	56.39	143.21	171.27	119.83	58.96	59.18	119.71	188.10	213.46	191.08	156.10	140.26	142.79	137.02	104.92	58.30	21.41	130.99	170.22	143.01	105.96	119.12	174.43	221.79	227.81	201.35	170.71	149.21	127.92	94.43	53.03	20.52	4.89	99.19	154.12	168.35	163.86	177.07	206.65	226.66	218.14	184.71	144.57	107.08	71.23	38.99	15.75	3.98	0.47	55.50	105.88	142.62	158.95	165.88	172.97	178.64	165.18	124.55	77.89	43.59	21.15	7.90	2.09	0.31	0.00	19.38	45.05	71.39	86.89	88.92	88.26	93.12	87.66	59.11	26.47	8.72	2.48	0.42	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	6.90	34.54	74.42	93.51	79.07	47.16	18.00	3.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.71	46.98	95.50	109.24	81.91	44.37	16.43	2.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	11.73	52.66	96.50	93.30	54.15	22.43	7.42	1.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.44	14.86	58.59	95.21	77.64	34.58	11.15	4.12	1.04	0.08	0.00	0.00	0.00	0.00	0.00	0.00	1.40	19.66	66.86	101.40	83.49	48.78	31.27	19.13	7.24	1.33	0.05	0.00	0.00	0.00	0.00	0.00	2.77	25.22	77.56	119.33	113.96	90.70	75.23	54.05	25.84	6.61	0.55	0.00	0.00	0.00	0.00	0.00	4.09	30.64	89.33	139.48	139.09	113.31	99.77	85.84	52.34	17.69	2.34	0.00	0.00	0.00	0.00	0.00	4.70	32.54	90.59	134.65	121.64	85.43	80.97	92.83	73.61	31.57	5.52	0.00	0.00	0.00	0.00	0.00	3.75	25.42	67.92	93.30	71.69	40.30	50.44	85.18	84.51	42.84	8.74	0.00	0.00	0.00	0.00	0.00	1.75	12.09	31.73	41.03	27.36	14.77	36.34	80.14	89.35	49.28	10.78	0.00	0.00	0.00	0.00	0.00	0.36	2.72	7.36	9.41	5.88	7.22	34.49	80.82	92.79	52.38	11.67	0.00	0.00	0.68	3.18	5.88	5.42	2.60	0.90	0.65	0.49	7.12	38.86	86.52	95.62	52.42	11.41	0.00	0.00	2.91	14.23	28.39	29.67	17.70	7.03	3.76	5.05	17.26	54.95	97.91	94.28	46.60	9.32	0.00	0.00	4.82	25.16	55.14	66.92	52.46	34.36	28.09	32.29	50.55	85.90	107.87	82.25	33.56	5.60	0.00	0.00	3.81	21.89	54.39	79.31	82.32	76.09	74.74	79.91	92.33	105.55	95.69	56.02	17.59	2.10	0.00	0.00	1.41	9.35	27.92	51.86	72.08	85.70	93.30	95.55	93.17	82.00	56.54	25.47	5.87	0.37	0.00
0.00	0.00	0.00	0.00	0.00	0.82	10.82	36.12	52.58	37.00	11.52	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	3.60	25.56	69.08	90.34	59.57	17.77	1.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	10.57	47.30	98.36	107.74	61.95	16.24	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	3.08	23.82	72.81	114.20	98.59	45.39	9.31	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	9.03	43.78	96.38	113.80	74.25	25.02	3.39	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.16	20.39	68.02	112.00	100.17	48.09	10.84	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	6.38	37.40	91.47	115.76	79.06	27.30	3.70	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	14.20	57.60	107.87	106.93	56.59	15.62	4.40	3.08	1.34	0.23	0.00	0.00	0.00	0.00	0.00	3.26	26.15	77.38	113.55	89.96	42.21	23.89	27.32	24.01	12.16	3.24	0.35	0.00	0.00	0.00	0.00	6.64	39.23	92.36	111.42	78.06	50.69	62.49	80.35	71.27	40.59	13.44	1.98	0.00	0.00	0.00	0.00	9.19	47.65	99.47	110.28	85.42	83.14	108.35	125.31	113.38	72.53	27.79	4.68	0.00	0.00	0.00	0.00	9.42	47.96	99.97	118.94	113.64	120.03	128.52	129.61	120.57	83.68	33.98	5.88	0.00	0.00	0.00	0.00	7.17	39.56	92.95	133.18	150.36	151.75	136.94	122.49	107.96	70.67	26.42	4.13	0.00	0.00	0.00	0.00	3.72	24.64	72.07	130.10	169.67	172.16	146.32	117.04	85.26	44.72	13.15	1.53	0.00	0.00	0.00	0.00	1.12	10.21	41.09	96.23	145.83	153.73	124.04	84.87	48.22	18.90	3.88	0.24	0.00	0.00	0.00	0.00	0.14	2.36	15.91	50.04	86.76	92.47	66.89	36.50	15.41	4.26	0.51	0.00	0.00	0.00
0.00	0.00	0.00	0.06	2.33	14.10	44.71	93.09	137.56	146.76	110.12	54.06	15.08	1.72	0.00	0.00	0.00	0.00	0.00	0.98	9.97	41.02	98.35	162.80	206.46	209.54	164.14	89.58	29.12	4.13	0.00	0.00	0.00	0.00	0.31	5.44	29.67	85.02	156.43	208.47	223.22	207.15	162.62	94.35	33.44	5.24	0.00	0.00	0.00	0.00	2.00	17.41	64.03	137.46	199.74	215.62	188.16	147.12	106.58	61.78	22.49	3.62	0.00	0.00	0.00	0.19	6.70	38.53	106.48	181.36	214.74	187.96	126.62	72.83	42.28	22.80	8.14	1.28	0.00	0.00	0.06	1.82	17.45	68.30	147.22	203.74	197.33	137.90	68.30	24.30	8.25	3.60	1.21	0.18	0.00	0.00	0.52	7.44	38.76	106.80	180.93	203.66	158.09	84.41	29.29	5.72	0.43	0.00	0.00	0.00	0.00	0.00	2.03	18.66	69.92	148.79	204.24	188.76	116.27	45.99	12.41	4.57	3.49	2.41	1.04	0.20	0.00	0.00	4.63	32.84	100.89	181.74	215.90	174.84	96.19	42.06	28.59	30.20	29.09	22.19	11.70	3.56	0.46	0.01	6.86	43.14	119.79	198.44	223.25	183.47	123.08	92.02	93.49	100.38	97.59	79.75	48.27	18.71	3.86	0.28	7.26	44.91	122.89	201.92	232.62	213.50	180.95	165.84	168.93	174.40	172.56	152.91	106.46	50.14	13.44	1.46	5.94	39.29	113.61	195.72	237.76	234.88	212.09	190.10	178.27	177.10	184.19	185.25	151.27	83.62	26.21	3.39	3.70	28.42	92.25	174.58	228.28	234.25	205.93	166.70	139.26	134.74	153.72	177.46	161.85	96.30	31.74	4.28	1.49	15.11	59.16	130.77	194.75	218.86	201.81	167.88	143.73	140.22	155.19	168.12	142.92	79.63	24.61	3.08	0.27	4.97	26.25	73.69	134.35	178.25	191.25	186.44	179.49	173.51	164.99	143.19	98.55	45.80	11.90	1.19	0.00	0.77	6.95	28.00	66.36	107.02	134.82	149.85	154.11	144.73	120.74	84.80	45.65	16.52	3.24	0.19
1.25	6.72	20.77	44.94	78.87	117.74	147.15	149.90	122.27	82.92	53.15	36.05	26.48	20.09	12.67	5.05	8.82	30.82	69.05	114.57	158.11	195.13	218.98	220.71	198.13	163.42	132.18	109.56	94.12	77.58	50.23	20.28	27.33	76.91	138.64	188.86	218.71	233.16	238.59	237.16	228.45	215.33	202.70	192.31	181.75	156.95	103.92	42.73	48.48	122.42	194.19	232.16	236.42	220.66	201.74	191.44	189.67	194.94	207.04	219.38	221.91	198.14	134.20	56.38	55.10	136.66	210.76	241.92	229.86	187.38	139.36	110.95	105.14	116.37	141.15	167.21	179.35	164.60	113.83	48.79	41.95	112.72	188.76	231.60	227.00	179.66	113.95	63.57	41.78	43.10	59.91	80.31	91.54	86.15	60.56	26.34	21.07	68.78	138.93	200.05	224.06	203.12	149.35	89.39	45.24	22.22	16.81	21.00	25.25	24.43	17.39	7.65	6.43	29.58	78.62	141.43	192.27	212.46	197.40	156.06	103.99	55.35	21.87	6.90	3.17	2.57	1.84	0.82	1.44	10.28	35.00	76.88	127.13	172.39	200.14	201.73	173.03	120.25	63.85	24.19	5.83	0.67	0.00	0.00	2.66	14.17	33.26	50.22	68.22	100.74	146.99	189.02	204.63	181.50	127.35	66.42	23.07	4.32	0.24	0.00	7.11	35.24	72.06	78.40	55.64	49.09	80.14	134.09	186.00	209.34	185.76	122.47	54.38	13.78	1.38	0.00	11.51	57.17	118.99	134.09	94.20	58.25	61.54	99.94	159.62	212.00	219.94	169.40	89.03	27.59	3.67	0.00	12.19	62.51	138.41	177.22	158.01	125.63	115.47	132.75	174.09	219.74	234.22	193.19	111.25	38.37	5.81	0.00	8.56	47.14	116.21	175.73	196.85	194.58	192.74	199.82	216.12	233.31	230.77	186.59	107.65	37.46	5.75	0.00	3.67	23.20	67.43	123.49	168.92	197.24	214.54	223.92	224.98	216.45	191.72	141.42	75.27	24.26	3.45	0.00	0.77	6.50	24.34	55.87	93.51	128.60	155.19	168.16	165.17	147.15	115.44	73.62	33.65	9.29	1.12	0.00
0.00	0.00	0.11	2.19	13.29	43.45	91.85	138.99	164.00	164.27	151.78	132.19	96.24	47.94	13.05	1.29	0.00	0.00	1.08	10.36	41.70	98.97	162.58	206.81	222.24	215.73	202.66	186.81	146.87	80.20	24.93	3.19	0.00	0.25	5.27	30.04	87.30	159.48	208.62	219.75	206.31	184.01	167.62	161.34	138.86	84.40	29.81	4.53	0.00	1.71	16.14	62.41	137.97	201.65	213.96	181.20	137.47	102.67	83.60	82.38	79.80	55.13	21.98	3.77	0.01	5.24	34.48	101.57	180.90	221.74	198.77	135.70	77.68	43.50	26.68	23.21	25.41	20.40	9.13	1.71	0.02	9.61	53.78	135.26	209.49	232.76	200.09	139.19	87.77	57.02	34.58	17.03	7.74	3.91	1.63	0.33	0.02	11.63	62.19	148.69	219.97	242.00	224.65	190.59	158.66	131.19	97.56	57.46	23.64	5.65	0.52	0.00	0.01	9.46	52.73	131.95	204.39	235.66	234.03	221.30	210.05	198.77	173.59	124.93	65.31	21.15	3.15	0.03	0.00	4.97	31.40	89.13	153.95	189.09	189.24	179.21	182.70	201.26	211.76	184.80	117.75	47.26	9.24	0.32	0.19	3.01	16.22	47.07	86.16	108.62	103.71	91.56	102.92	148.30	201.27	212.88	158.28	73.46	17.24	1.10	1.17	8.79	26.47	44.98	52.03	46.83	34.79	25.63	40.35	97.76	177.35	217.50	176.79	88.52	22.97	1.92	2.78	20.15	58.21	89.28	81.59	48.84	23.45	16.07	34.03	92.79	175.02	218.51	179.52	90.81	23.91	2.07	3.23	24.71	77.06	131.72	140.95	107.01	73.20	65.10	86.40	137.33	197.88	219.82	170.76	82.84	20.58	1.52	1.86	16.76	61.05	124.66	166.37	166.16	149.82	148.52	167.87	197.00	217.68	203.94	142.52	63.51	14.13	0.73	0.44	6.10	29.45	76.65	129.62	164.51	182.13	196.81	210.32	213.02	195.41	152.86	91.91	36.11	6.94	0.18	0.01	1.07	8.36	29.38	63.46	100.86	133.73	157.33	166.23	155.71	124.50	80.57	39.52	13.01	2.12	0.01
